Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Yokosuka/19/2017	EPI1009565	2017-02-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.11	2017-02-08
A/Gifu/4/2017	EPI1002834	2017-01-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.01	2017-01-05
A/Wakayama/83/2017	EPI1009563	2017-02-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.15	2017-02-22
A/Miyazaki/59/2017	EPI1082215	2017-03-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.22	2017-03-22
A/Osaka-C/1/2017	EPI1002818	2017-01-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.04	2017-01-16
A/Yamaguchi/12/2017	EPI970792	2017-01-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.05	2017-01-17
A/Texas/44/2017	EPI960271	2017-02-13	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.12	2017-02-13
A/Hiroshima/33/2017	EPI1002848	2017-02-23	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.15	2017-02-23
A/Hiroshima/47/2017	EPI1009577	2017-03-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.23	2017-03-25
A/Texas/157/2016	EPI827920	2016-03-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.23	2016-03-23
A/Singapore/GP1908/2015	EPI862697	2015-11-04	Southeast Asia	Singapore	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.03	10.00	2015.84	2015-11-04
A/HongKong/80/2017	EPI912225	2017-01-02	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.01	2017-01-02
A/Sendai/85/2016	EPI969302	2016-12-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.96	2016-12-17
A/Sapporo/110/2016	EPI909656	2016-12-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2016.94	2016-12-08
A/Hyogo/3072/2016	EPI943362	2016-12-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.97	2016-12-21
A/Wakayama/163/2016	EPI970784	2016-12-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.93	2016-12-06
A/SuratThani/428/2016	EPI924744	2016-11-11	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.87	2016-11-11
A/SuratThani/423/2016	EPI924640	2016-11-15	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.88	2016-11-15
A/Switzerland/194642/2016	EPI1046055	2016-12-13	Europe	Switzerland	unknown	Swiss National Reference Centre For Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.95	2016-12-12
A/Hebei-Xinhua/SWL1106/2017	EPI1030324	2017-02-06	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.10	2017-02-07
A/Switzerland/19374003/2016	EPI917141	2016-12-13	Europe	Switzerland	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.95	2016-12-12
A/Switzerland/19464226/2016	EPI917143	2016-12-22	Europe	Switzerland	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.97	2016-12-21
A/Sassari/1/2016	EPI1019967	2016-12-30	Europe	Italy	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.00	2016-12-30
A/Hebei-Cixian/SWL1186/2017	EPI1030291	2017-03-01	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.17	2017-03-02
A/Yunnan-Simao/SWL1965/2017	EPI1136227	2017-11-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.85	2017-11-07
A/Sydney/1001/2017	EPI1082544	2017-04-06	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.27	2017-04-07
A/Yunnan-Chuxiong/SWL1496/2017	EPI1062817	2017-06-04	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2017.43	2017-06-05
A/Henan-Jiefang/SWL1132/2017	EPI1030327	2017-02-14	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.13	2017-02-15
A/Yunnan-Xishan/SWL11308/2016	EPI885717	2016-12-06	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.93	2016-12-05
A/Yunnan-Jinghong/SWL1979/2016	EPI885720	2016-11-17	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.88	2016-11-16
A/Yunnan-Anning/SWL1910/2016	EPI885729	2016-12-06	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.93	2016-12-05
A/Yunnan-Wuhua/SWL1938/2016	EPI944034	2016-12-14	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.96	2016-12-14
A/Yunnan-Wuhua/1938/2016	EPI1060219	2016-12-14	China	China	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.96	2016-12-14
A/Jiangxi-Jizhou/SWL1501/2017	EPI1062826	2017-06-19	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.47	2017-06-20
A/Yunnan-Anning/SWL1247/2017	EPI1030048	2017-04-10	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.28	2017-04-11
A/Yunnan-Simao/SWL1989/2016	EPI885723	2016-11-23	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.90	2016-11-23
A/Yunnan-Simao/1989/2016	EPI955631	2016-11-23	China	China	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.90	2016-11-23
A/Panama/318595/2016	EPI815676	2016-06-04	North America	Panama	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.51	6b1	0.00	0.00	0.02	3.00	0.01	10.00	2016.42	2016-06-03
A/Tunisia/1928/2017	EPI983092	2017-02-16	Africa	Tunisia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.13	2017-02-16
A/Bahia/133/2017	EPI1017808	2017-02-21	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.15	2017-02-22
A/Tasmania/87/2016	EPI868967	2016-10-27	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	9.00	2016.82	2016-10-26
A/Norway/3113/2017	EPI1087696	2017-08-07	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.60	2017-08-08
A/Fukushima/123/2016	EPI943334	2016-11-11	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.87	2016-11-11
A/Colombia/1157/2016	EPI886636	2016-10-26	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.82	2016-10-25
A/Sergipe/1706/2016	EPI1032176	2016-10-26	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	9.00	2016.82	2016-10-25
A/Brisbane/84/2017	EPI1044627	2017-06-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.43	2017-06-05
A/Vietnam/Lisn148/2017	EPI1147239	2017-08-10	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.61	2017-08-10
A/Vietnam/GHS689/2017	EPI1147263	2017-07-04	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.51	2017-07-04
A/Hubei-Jiangan/SWL1496/2017	EPI1062850	2017-06-19	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2017.47	2017-06-19
A/Cameroon/9500/2017	EPI1193136	2017-09-20	Africa	Cameroon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2017.72	2017-09-21
A/Cameroon/9416/2017	EPI1193132	2017-09-27	Africa	Cameroon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.74	2017-09-28
A/Halmstad/4/2017	EPI1140796	2017-11-26	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.91	2017-11-27
A/Alaska/18/2017	EPI1039635	2017-06-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.48	2017-06-24
A/Lao/F0361/2018	EPI1319098	2018-02-12	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2018.12	2018-02-12
A/Lao/F1094/2018	EPI1342350	2018-05-14	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2018.37	2018-05-15
A/Lao/1095/2018	EPI1433703	2018-05-14	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2018.37	2018-05-15
A/Cambodia/878/2017	EPI1181691	2017-09-27	Southeast Asia	Cambodia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.74	2017-09-27
A/Norway/2339/2017	EPI1054443	2017-04-18	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.30	2017-04-19
A/Cambodia/B0711507/2017	EPI1082675	2017-07-04	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.51	2017-07-04
A/Vietnam/Lisn154/2017	EPI1147231	2017-08-14	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.62	2017-08-15
A/Vietnam/Lisn214/2017	EPI1147207	2017-09-19	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.72	2017-09-19
A/Vietnam/Lisn136/2017	EPI1147247	2017-07-31	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.58	2017-08-01
A/Vietnam/GHS741/2017	EPI1147199	2017-07-20	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.14	0.50	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.55	2017-07-21
A/Aomori/14/2016	EPI1002830	2016-12-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.96	2016-12-17
A/Yunnan-Wenshan/SWL1894/2016	EPI885708	2016-11-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.84	2016-11-01
A/Fiji/3/2016	EPI956391	2016-05-02	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.34	2016-05-02
A/Indiana/12/2017	EPI981523	2017-01-28	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.08	2017-01-28
A/Utah/25/2017	EPI1017495	2017-04-17	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2017.29	2017-04-17
A/Louisiana/6/2017	EPI981492	2017-01-28	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2017.08	2017-01-28
A/SouthDakota/31/2016	EPI871282	2016-10-27	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	9.00	2016.82	2016-10-26
A/SouthDakota/30/2016	EPI865953	2016-10-24	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	9.00	2016.82	2016-10-24
A/Bolivia/351/2017	EPI1025152	2017-04-25	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2017.32	2017-04-26
A/Mozambique/333/2017	EPI1118315	2017-09-04	Africa	Mozambique	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	5.00	0.00	9.00	2017.68	2017-09-04
A/Mozambique/344/2017	EPI1118307	2017-09-05	Africa	Mozambique	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	5.00	0.00	9.00	2017.68	2017-09-05
A/Quebec/RV3133/2016	EPI870850	2016-10-23	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.81	2016-10-22
A/Brisbane/284/2016	EPI892783	2016-10-27	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.82	2016-10-27
A/Townsville/31/2016	EPI868976	2016-11-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.85	2016-11-04
A/Wakayama/148/2016	EPI881892	2016-11-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.88	2016-11-18
A/Oklahoma/16/2016	EPI1008876	2016-11-18	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.88	2016-11-17
A/Oklahoma/12/2016	EPI865929	2016-10-19	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.80	2016-10-18
A/Connecticut/7/2017	EPI969818	2017-01-21	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.06	2017-01-21
A/Florida/99/2016	EPI871441	2016-11-26	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.91	2016-11-26
A/California/172/2016	EPI939578	2016-12-07	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.94	2016-12-07
A/Victoria/640/2016	EPI868997	2016-11-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.88	2016-11-16
A/Brisbane/262/2016	EPI868896	2016-11-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.88	2016-11-16
A/Brisbane/6/2017	EPI1021901	2017-01-08	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.02	2017-01-09
A/Sydney/344/2016	EPI892786	2016-11-28	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.91	2016-11-27
A/Tasmania/116/2016	EPI868949	2016-11-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.85	2016-11-04
A/Sydney/293/2016	EPI868943	2016-10-27	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.82	2016-10-26
A/Maldives/1/2017	EPI994076	2017-01-02	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.01	2017-01-02
A/Kharkiv/963/2016	EPI917129	2016-11-22	Europe	Ukraine	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	9.00	2016.89	2016-11-21
A/Ontario/RV3158/2016	EPI1004687	2016-10-17	North America	Canada	unknown	Public Health Agency Of Canada (Phac)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.80	2016-10-17
A/Qatar/34-VI-17-0001851/2017	EPI982585	2017-01-11	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.03	2017-01-11
A/Qatar/10-VI-17-0001917/2017	EPI982571	2017-01-11	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.03	2017-01-11
A/Qatar/10-VI-17-0001960/2017	EPI982573	2017-01-11	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.03	2017-01-12
A/Oman/1116/2017	EPI1082180	2017-01-01	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.00	2017-XX-XX
A/Novosibirsk/121/2016	EPI864468	2016-10-16	West Asia	Russia	unknown	State Research Center Of Virology And Biotechnology Vector	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.79	2016-10-15
A/Ontario/RV3181/2016	EPI1004689	2016-10-19	North America	Canada	unknown	Public Health Agency Of Canada (Phac)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.80	2016-10-18
A/Pakistan/1383/2016	EPI943636	2016-10-27	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.82	2016-10-26
A/Okayama/25/2017	EPI1087526	2017-05-14	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	8.00	2017.37	2017-05-15
A/Oman/816/2017	EPI1082202	2017-01-30	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	9.00	2017.08	2017-01-31
A/Bulgaria/26/2017	EPI995828	2017-01-02	Europe	Bulgaria	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.01	2017-01-02
A/Indonesia/Nihrd-Plb492/2017	EPI1130323	2017-02-17	Southeast Asia	Indonesia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.13	2017-02-18
A/Hiroshima-C/1/2017	EPI1002820	2017-01-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.04	2017-01-16
A/Bulgaria/74/2016	EPI917113	2016-12-30	Europe	Bulgaria	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.00	2016-12-30
A/Chongqing-Wanzhou/SWL1397/2017	EPI1030033	2017-04-20	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2017.30	2017-04-20
A/Oman/857/2017	EPI1082204	2017-02-08	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.11	2017-02-08
A/Colombia/1038/2016	EPI886628	2016-10-20	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.02	0.50	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.80	2016-10-20
